BusinessDate;PurchaseDate;RepurchaseDate;CashAmount;Term;Rate;CashTakerID
13.10.20;13.10.20;14.10.20;50000000;ON;1.230814002;5
13.10.20;13.10.20;14.10.20;120000000;ON;0.74;4
13.10.20;13.10.20;14.10.20;120000000;ON;0.9;4
13.10.20;13.10.20;14.10.20;140000000;ON;0.954051397;5
13.10.20;13.10.20;14.10.20;193000000;ON;0.65;6
13.10.20;13.10.20;14.10.20;130000000;ON;0.86;2
13.10.20;13.10.20;14.10.20;250000000;ON;0.91;1
13.10.20;13.10.20;14.10.20;110000000;ON;1.227912245;8
13.10.20;13.10.20;14.10.20;120000000;ON;1.14;10
13.10.20;13.10.20;14.10.20;110000000;ON;1.273453444;5
13.10.20;13.10.20;14.10.20;50000000;ON;0.71;9
13.10.20;13.10.20;14.10.20;90000000;ON;0.89;4
13.10.20;13.10.20;14.10.20;110000000;ON;0.96;10
13.10.20;13.10.20;14.10.20;140000000;ON;0.99;6
13.10.20;13.10.20;14.10.20;110000000;ON;0.71;2
13.10.20;13.10.20;14.10.20;50000000;ON;0.73;7
13.10.20;13.10.20;14.10.20;150000000;ON;0.89;6
13.10.20;13.10.20;14.10.20;80000000;ON;1.13;9
13.10.20;13.10.20;14.10.20;80000000;ON;1.16;10
13.10.20;13.10.20;14.10.20;150000000;ON;1.35;6
13.10.20;13.10.20;14.10.20;50000000;ON;0.73;4
13.10.20;13.10.20;14.10.20;90000000;ON;1.38;4
13.10.20;13.10.20;14.10.20;150000000;ON;0.72;2
13.10.20;13.10.20;14.10.20;130000000;ON;0.94;10
13.10.20;13.10.20;14.10.20;130000000;ON;0.71;2
13.10.20;13.10.20;14.10.20;150000000;ON;1.12;6
13.10.20;13.10.20;14.10.20;77000000;ON;1.12;6
13.10.20;13.10.20;14.10.20;700000000;ON;1.16;4
13.10.20;13.10.20;14.10.20;50000000;ON;1.229447247;8
13.10.20;13.10.20;14.10.20;220000000;ON;1.05;3
13.10.20;13.10.20;14.10.20;220000000;ON;1.11;3
13.10.20;13.10.20;14.10.20;60000000;ON;0.6;3
13.10.20;13.10.20;14.10.20;210000000;ON;0.61;2
13.10.20;13.10.20;14.10.20;80000000;ON;0.91;4
13.10.20;13.10.20;14.10.20;140000000;ON;0.95;3
13.10.20;13.10.20;14.10.20;175000000;ON;1.12;9
13.10.20;13.10.20;14.10.20;90000000;ON;0.671021493;5
13.10.20;13.10.20;14.10.20;50000000;ON;0.73;4
13.10.20;13.10.20;14.10.20;100000000;ON;0.94;6
13.10.20;13.10.20;14.10.20;200000000;ON;1.42;6
13.10.20;13.10.20;14.10.20;80000000;ON;1.57;10
9.10.20;13.10.20;20.10.20;65000000;1W;1.46015818;8
9.10.20;13.10.20;20.10.20;60000000;1W;1.465944078;8
9.10.20;13.10.20;20.10.20;250000000;1W;1.1;3
9.10.20;13.10.20;20.10.20;110000000;1W;1.25;1
9.10.20;13.10.20;20.10.20;60000000;1W;1.16;7
9.10.20;13.10.20;20.10.20;100000000;1W;1.06;2
9.10.20;13.10.20;20.10.20;410000000;1W;1.34;1
9.10.20;13.10.20;20.10.20;440000000;1W;1.35;7
9.10.20;13.10.20;13.11.20;240000000;1M;1.49;1
9.10.20;13.10.20;13.11.20;130000000;1M;1.53;6
9.10.20;13.10.20;13.11.20;150000000;1M;1.49;9
14.10.20;14.10.20;15.10.20;110000000;ON;1.171737325;8
14.10.20;14.10.20;15.10.20;120000000;ON;1.01;10
14.10.20;14.10.20;15.10.20;60000000;ON;1.15;7
14.10.20;14.10.20;15.10.20;107000000;ON;1;3
14.10.20;14.10.20;15.10.20;110000000;ON;1.01;1
14.10.20;14.10.20;15.10.20;110000000;ON;1.385587308;5
14.10.20;14.10.20;15.10.20;100000000;ON;1.31;3
14.10.20;14.10.20;15.10.20;200000000;ON;0.93;10
14.10.20;14.10.20;15.10.20;60000000;ON;1;1
14.10.20;14.10.20;15.10.20;100000000;ON;1.04;10
14.10.20;14.10.20;15.10.20;100000000;ON;1.25;2
14.10.20;14.10.20;15.10.20;240000000;ON;1.31;10
14.10.20;14.10.20;15.10.20;100000000;ON;0.96;4
14.10.20;14.10.20;15.10.20;200000000;ON;1.22;10
14.10.20;14.10.20;15.10.20;270000000;ON;1.24;7
14.10.20;14.10.20;15.10.20;100000000;ON;1.04;10
14.10.20;14.10.20;15.10.20;100000000;ON;1.14;3
14.10.20;14.10.20;15.10.20;230000000;ON;1.12;10
14.10.20;14.10.20;15.10.20;100000000;ON;1.27;10
14.10.20;14.10.20;15.10.20;120000000;ON;1.41;9
14.10.20;14.10.20;15.10.20;330000000;ON;1.15;9
14.10.20;14.10.20;15.10.20;80000000;ON;1.1;10
14.10.20;14.10.20;15.10.20;110000000;ON;1.12;4
14.10.20;14.10.20;15.10.20;100000000;ON;1.17;1
14.10.20;14.10.20;15.10.20;100000000;ON;1.26;9
14.10.20;14.10.20;15.10.20;50000000;ON;1;10
14.10.20;14.10.20;15.10.20;195000000;ON;1.15;9
14.10.20;14.10.20;15.10.20;125000000;ON;1.16;7
14.10.20;14.10.20;15.10.20;115000000;ON;1.16;3
14.10.20;14.10.20;15.10.20;410000000;ON;1.18;2
14.10.20;14.10.20;15.10.20;130000000;ON;0.96;3
14.10.20;14.10.20;15.10.20;120000000;ON;1.227140453;8
14.10.20;14.10.20;15.10.20;92000000;ON;1.270121322;5
14.10.20;14.10.20;15.10.20;150000000;ON;1.256898386;5
14.10.20;14.10.20;15.10.20;250000000;ON;1.09;2
14.10.20;14.10.20;15.10.20;190000000;ON;1.427587077;8
14.10.20;14.10.20;15.10.20;130000000;ON;1.221336369;5
14.10.20;14.10.20;15.10.20;150000000;ON;1.34;6
14.10.20;14.10.20;15.10.20;60000000;ON;1.32082943;5
14.10.20;14.10.20;15.10.20;50000000;ON;1.31;3
14.10.20;14.10.20;15.10.20;220000000;ON;1.06;6
14.10.20;14.10.20;15.10.20;83000000;ON;1.02;6
14.10.20;14.10.20;15.10.20;100000000;ON;1.11;10
14.10.20;14.10.20;15.10.20;150000000;ON;1.2;1
14.10.20;14.10.20;15.10.20;100000000;ON;1.23;6
14.10.20;14.10.20;15.10.20;150000000;ON;1.27545881;5
14.10.20;14.10.20;15.10.20;96000000;ON;1.341524685;8
14.10.20;14.10.20;15.10.20;230000000;ON;1.539116672;8
14.10.20;14.10.20;15.10.20;100000000;ON;1.28;2
14.10.20;14.10.20;15.10.20;660000000;ON;1.14;10
14.10.20;14.10.20;15.10.20;110000000;ON;1.17;3
14.10.20;14.10.20;15.10.20;190000000;ON;1.21;3
14.10.20;14.10.20;15.10.20;100000000;ON;1.29;3
14.10.20;14.10.20;15.10.20;100000000;ON;1.372595041;5
14.10.20;14.10.20;15.10.20;50000000;ON;1.07;3
14.10.20;14.10.20;15.10.20;80000000;ON;1.15;10
14.10.20;14.10.20;15.10.20;220000000;ON;1.832652607;8
14.10.20;14.10.20;15.10.20;1550000000;ON;1.4;6
14.10.20;14.10.20;15.10.20;130000000;ON;1.59;4
14.10.20;14.10.20;15.10.20;100000000;ON;1.61;3
12.10.20;14.10.20;21.10.20;140000000;1W;1.36;3
12.10.20;14.10.20;21.10.20;140000000;1W;1.484041037;8
12.10.20;14.10.20;21.10.20;70000000;1W;1.06;3
12.10.20;14.10.20;21.10.20;340000000;1W;1.33;2
12.10.20;14.10.20;21.10.20;161000000;1W;1.37;6
12.10.20;14.10.20;14.01.21;520000000;3M;1.41;2
12.10.20;14.10.20;14.01.21;64000000;3M;1.76;1
15.10.20;15.10.20;16.10.20;100000000;ON;1.11;3
15.10.20;15.10.20;16.10.20;80000000;ON;1.1;4
15.10.20;15.10.20;16.10.20;100000000;ON;1.13;3
15.10.20;15.10.20;16.10.20;60000000;ON;1.459467502;8
15.10.20;15.10.20;16.10.20;200000000;ON;1.11;6
15.10.20;15.10.20;16.10.20;140000000;ON;1.435165455;5
15.10.20;15.10.20;16.10.20;560000000;ON;1.19017749;8
15.10.20;15.10.20;16.10.20;140000000;ON;1.242554158;8
15.10.20;15.10.20;16.10.20;120000000;ON;1.487061152;8
15.10.20;15.10.20;16.10.20;230000000;ON;1.15;10
15.10.20;15.10.20;16.10.20;150000000;ON;1.05;1
15.10.20;15.10.20;16.10.20;100000000;ON;1.09;9
15.10.20;15.10.20;16.10.20;140000000;ON;1.12;10
15.10.20;15.10.20;16.10.20;120000000;ON;1.17;4
15.10.20;15.10.20;16.10.20;84000000;ON;1.18;2
15.10.20;15.10.20;16.10.20;100000000;ON;1.23;1
15.10.20;15.10.20;16.10.20;150000000;ON;1.22;10
15.10.20;15.10.20;16.10.20;100000000;ON;1.33;2
15.10.20;15.10.20;16.10.20;130000000;ON;1.32;9
15.10.20;15.10.20;16.10.20;300000000;ON;1.61;6
15.10.20;15.10.20;16.10.20;110000000;ON;0.9;9
15.10.20;15.10.20;16.10.20;190000000;ON;1.12;6
15.10.20;15.10.20;16.10.20;100000000;ON;1.13;6
15.10.20;15.10.20;16.10.20;99000000;ON;1.13;10
15.10.20;15.10.20;16.10.20;110000000;ON;1.16;3
15.10.20;15.10.20;16.10.20;75000000;ON;1.02;9
15.10.20;15.10.20;16.10.20;310000000;ON;1.13;9
15.10.20;15.10.20;16.10.20;210000000;ON;1.1;3
15.10.20;15.10.20;16.10.20;330000000;ON;1.13;6
15.10.20;15.10.20;16.10.20;110000000;ON;1.33;9
15.10.20;15.10.20;16.10.20;150000000;ON;1.33;7
15.10.20;15.10.20;16.10.20;100000000;ON;1.03;1
15.10.20;15.10.20;16.10.20;50000000;ON;1.11;6
15.10.20;15.10.20;16.10.20;100000000;ON;1.28;3
15.10.20;15.10.20;16.10.20;450000000;ON;1.16;6
15.10.20;15.10.20;16.10.20;70000000;ON;1.2;3
15.10.20;15.10.20;16.10.20;150000000;ON;1.12;9
15.10.20;15.10.20;16.10.20;73000000;ON;1.04;4
15.10.20;15.10.20;16.10.20;191000000;ON;1.13;3
15.10.20;15.10.20;16.10.20;80000000;ON;1.18;10
15.10.20;15.10.20;16.10.20;110000000;ON;1.3;10
15.10.20;15.10.20;16.10.20;670000000;ON;1.14;10
15.10.20;15.10.20;16.10.20;110000000;ON;1.213549171;8
15.10.20;15.10.20;16.10.20;110000000;ON;1.12;2
15.10.20;15.10.20;16.10.20;100000000;ON;1.24;2
15.10.20;15.10.20;16.10.20;150000000;ON;1.1;10
15.10.20;15.10.20;16.10.20;70000000;ON;1.418877077;5
15.10.20;15.10.20;16.10.20;110000000;ON;1.31;1
15.10.20;15.10.20;16.10.20;60000000;ON;1.09;9
15.10.20;15.10.20;16.10.20;115000000;ON;1.1;9
15.10.20;15.10.20;16.10.20;110000000;ON;1.38;2
15.10.20;15.10.20;16.10.20;200000000;ON;1.37;6
15.10.20;15.10.20;16.10.20;140000000;ON;1.4;1
15.10.20;15.10.20;16.10.20;200000000;ON;1.81071764;8
15.10.20;15.10.20;16.10.20;320000000;ON;1.36;1
15.10.20;15.10.20;16.10.20;110000000;ON;1.762040756;8
15.10.20;15.10.20;16.10.20;1510000000;ON;1.56;10
15.10.20;15.10.20;16.10.20;140000000;ON;1.6;4
13.10.20;15.10.20;22.10.20;150000000;1W;1.607111469;8
13.10.20;15.10.20;22.10.20;150000000;1W;1.517972513;5
13.10.20;15.10.20;22.10.20;310000000;1W;1.37;10
13.10.20;15.10.20;22.10.20;100000000;1W;1.4;4
13.10.20;15.10.20;17.11.20;320000000;1M;1.68065015;5
13.10.20;15.10.20;17.11.20;60000000;1M;1.25;4
13.10.20;15.10.20;17.11.20;60000000;1M;1.722697494;5
16.10.20;16.10.20;19.10.20;120000000;ON;1.12;3
16.10.20;16.10.20;19.10.20;137000000;ON;1.19;3
16.10.20;16.10.20;19.10.20;150000000;ON;1.24;2
16.10.20;16.10.20;19.10.20;72000000;ON;1.36;2
16.10.20;16.10.20;19.10.20;100000000;ON;1.369031182;5
16.10.20;16.10.20;19.10.20;100000000;ON;1.31353465;5
16.10.20;16.10.20;19.10.20;100000000;ON;1.203145752;5
16.10.20;16.10.20;19.10.20;140000000;ON;1.12;1
16.10.20;16.10.20;19.10.20;450000000;ON;1.12;6
16.10.20;16.10.20;19.10.20;130000000;ON;1.4;6
16.10.20;16.10.20;19.10.20;130000000;ON;1.21;2
16.10.20;16.10.20;19.10.20;220000000;ON;1.28;6
16.10.20;16.10.20;19.10.20;110000000;ON;1.38;6
16.10.20;16.10.20;19.10.20;120000000;ON;1.05;7
16.10.20;16.10.20;19.10.20;150000000;ON;1.1;10
16.10.20;16.10.20;19.10.20;120000000;ON;1.14;3
16.10.20;16.10.20;19.10.20;100000000;ON;1.12;6
16.10.20;16.10.20;19.10.20;130000000;ON;1.13;9
16.10.20;16.10.20;19.10.20;100000000;ON;1.24;1
16.10.20;16.10.20;19.10.20;110000000;ON;1.11;6
16.10.20;16.10.20;19.10.20;220000000;ON;1.43;9
16.10.20;16.10.20;19.10.20;180000000;ON;0.92;2
16.10.20;16.10.20;19.10.20;100000000;ON;1.31;4
16.10.20;16.10.20;19.10.20;130000000;ON;1.39;3
16.10.20;16.10.20;19.10.20;50000000;ON;1.33;1
16.10.20;16.10.20;19.10.20;387000000;ON;1.445121421;5
16.10.20;16.10.20;19.10.20;130000000;ON;1.66;9
16.10.20;16.10.20;19.10.20;105000000;ON;1.13;7
16.10.20;16.10.20;19.10.20;70000000;ON;1.607969386;5
16.10.20;16.10.20;19.10.20;140000000;ON;1.11;7
16.10.20;16.10.20;19.10.20;230000000;ON;1.13;4
16.10.20;16.10.20;19.10.20;150000000;ON;1.26;9
16.10.20;16.10.20;19.10.20;50000000;ON;1.52;2
16.10.20;16.10.20;19.10.20;50000000;ON;1.430904232;5
16.10.20;16.10.20;19.10.20;80000000;ON;1.12;9
16.10.20;16.10.20;19.10.20;50000000;ON;1.24;2
16.10.20;16.10.20;19.10.20;140000000;ON;1.14;3
16.10.20;16.10.20;19.10.20;130000000;ON;1.12;1
16.10.20;16.10.20;19.10.20;100000000;ON;1.22;7
16.10.20;16.10.20;19.10.20;90000000;ON;1.37;3
16.10.20;16.10.20;19.10.20;110000000;ON;1.16;6
16.10.20;16.10.20;19.10.20;90000000;ON;1.31;9
16.10.20;16.10.20;19.10.20;100000000;ON;1.62;10
16.10.20;16.10.20;19.10.20;120000000;ON;1.24;1
16.10.20;16.10.20;19.10.20;140000000;ON;1.22;1
16.10.20;16.10.20;19.10.20;110000000;ON;1.2;9
16.10.20;16.10.20;19.10.20;350000000;ON;1.11;10
16.10.20;16.10.20;19.10.20;130000000;ON;1.07;7
16.10.20;16.10.20;19.10.20;120000000;ON;1.44899909;8
16.10.20;16.10.20;19.10.20;90000000;ON;1.21;9
16.10.20;16.10.20;19.10.20;110000000;ON;1.22;10
16.10.20;16.10.20;19.10.20;80000000;ON;1.46;9
16.10.20;16.10.20;19.10.20;60000000;ON;1.573552277;8
16.10.20;16.10.20;19.10.20;92000000;ON;1.15;1
16.10.20;16.10.20;19.10.20;200000000;ON;1.11;1
16.10.20;16.10.20;19.10.20;350000000;ON;1.45;9
16.10.20;16.10.20;19.10.20;2000000000;ON;1.49;3
16.10.20;16.10.20;19.10.20;210000000;ON;1.63;3
16.10.20;16.10.20;19.10.20;230000000;ON;1.62;9
16.10.20;16.10.20;19.10.20;99000000;ON;1.66;4
16.10.20;16.10.20;19.10.20;1050000000;ON;1.6;3
14.10.20;16.10.20;23.10.20;100000000;1W;1.2;3
14.10.20;16.10.20;23.10.20;110000000;1W;1.26;4
14.10.20;16.10.20;23.10.20;150000000;1W;1.520625025;5
14.10.20;16.10.20;23.10.20;80000000;1W;1.5;3
14.10.20;16.10.20;17.11.20;85000000;1M;1.391929051;5
14.10.20;16.10.20;17.11.20;150000000;1M;1.44;7
14.10.20;16.10.20;17.11.20;410000000;1M;1.61;4
14.10.20;16.10.20;17.11.20;420000000;1M;1.56;7
14.10.20;16.10.20;16.01.21;125000000;3M;1.637331304;8
14.10.20;16.10.20;16.01.21;60000000;3M;2.185997751;8
19.10.20;19.10.20;20.10.20;140000000;ON;1.11;1
19.10.20;19.10.20;20.10.20;130000000;ON;1.398871646;5
19.10.20;19.10.20;20.10.20;220000000;ON;1.21;10
19.10.20;19.10.20;20.10.20;150000000;ON;1.05;2
19.10.20;19.10.20;20.10.20;596000000;ON;1.1;1
19.10.20;19.10.20;20.10.20;200000000;ON;1.19;1
19.10.20;19.10.20;20.10.20;210000000;ON;1.19;9
19.10.20;19.10.20;20.10.20;260000000;ON;1.2;10
19.10.20;19.10.20;20.10.20;60000000;ON;1.56119594;8
19.10.20;19.10.20;20.10.20;110000000;ON;1.14;9
19.10.20;19.10.20;20.10.20;130000000;ON;1.11;2
19.10.20;19.10.20;20.10.20;120000000;ON;1.525091639;8
19.10.20;19.10.20;20.10.20;150000000;ON;1.2;1
19.10.20;19.10.20;20.10.20;110000000;ON;1.19;1
19.10.20;19.10.20;20.10.20;90000000;ON;1.2;2
19.10.20;19.10.20;20.10.20;130000000;ON;1.25;7
19.10.20;19.10.20;20.10.20;80000000;ON;1.3;2
19.10.20;19.10.20;20.10.20;110000000;ON;0.95;4
19.10.20;19.10.20;20.10.20;120000000;ON;1.16;1
19.10.20;19.10.20;20.10.20;210000000;ON;1.25;7
19.10.20;19.10.20;20.10.20;190000000;ON;1.51;4
19.10.20;19.10.20;20.10.20;180000000;ON;1.65;1
19.10.20;19.10.20;20.10.20;60000000;ON;1.11;2
19.10.20;19.10.20;20.10.20;120000000;ON;1.1;6
19.10.20;19.10.20;20.10.20;82000000;ON;1.15;6
19.10.20;19.10.20;20.10.20;210000000;ON;1.18;3
19.10.20;19.10.20;20.10.20;100000000;ON;1.2;1
19.10.20;19.10.20;20.10.20;80000000;ON;1.43;4
19.10.20;19.10.20;20.10.20;80000000;ON;1.12;3
19.10.20;19.10.20;20.10.20;100000000;ON;1.25;7
19.10.20;19.10.20;20.10.20;60000000;ON;1.35;9
19.10.20;19.10.20;20.10.20;250000000;ON;1.16;9
19.10.20;19.10.20;20.10.20;140000000;ON;1.469496841;5
19.10.20;19.10.20;20.10.20;80000000;ON;1.45;3
19.10.20;19.10.20;20.10.20;649000000;ON;0.93;4
19.10.20;19.10.20;20.10.20;150000000;ON;1.16;6
19.10.20;19.10.20;20.10.20;100000000;ON;1.25;9
19.10.20;19.10.20;20.10.20;60000000;ON;1.14;4
19.10.20;19.10.20;20.10.20;70000000;ON;1.15;2
19.10.20;19.10.20;20.10.20;150000000;ON;1.41;4
19.10.20;19.10.20;20.10.20;50000000;ON;1.497332966;5
19.10.20;19.10.20;20.10.20;50000000;ON;1.53;3
19.10.20;19.10.20;20.10.20;78000000;ON;1.31;10
19.10.20;19.10.20;20.10.20;122000000;ON;1.33;7
19.10.20;19.10.20;20.10.20;520000000;ON;1.39;3
19.10.20;19.10.20;20.10.20;350000000;ON;1.64;1
19.10.20;19.10.20;20.10.20;100000000;ON;1.63;6
19.10.20;19.10.20;20.10.20;280000000;ON;1.6;3
19.10.20;19.10.20;20.10.20;100000000;ON;1.63;1
19.10.20;19.10.20;20.10.20;140000000;ON;1.6;3
15.10.20;19.10.20;26.10.20;150000000;1W;1.31;2
15.10.20;19.10.20;26.10.20;250000000;1W;1.38;3
15.10.20;19.10.20;26.10.20;100000000;1W;1.39;4
15.10.20;19.10.20;26.10.20;50000000;1W;1.540758118;8
15.10.20;19.10.20;26.10.20;108000000;1W;1.31;1
15.10.20;19.10.20;26.10.20;200000000;1W;1.33;4
15.10.20;19.10.20;26.10.20;140000000;1W;1.32;7
15.10.20;19.10.20;26.10.20;50000000;1W;1.31;10
15.10.20;19.10.20;26.10.20;340000000;1W;1.44;6
15.10.20;19.10.20;18.11.20;80000000;1M;1.42;6
15.10.20;19.10.20;18.11.20;90000000;1M;1.13;4
15.10.20;19.10.20;20.01.21;80000000;3M;1.6;7
20.10.20;20.10.20;21.10.20;115000000;ON;1.16;10
20.10.20;20.10.20;21.10.20;80000000;ON;1.39;1
20.10.20;20.10.20;21.10.20;140000000;ON;1.54;2
20.10.20;20.10.20;21.10.20;150000000;ON;1.2;7
20.10.20;20.10.20;21.10.20;140000000;ON;1.23;2
20.10.20;20.10.20;21.10.20;90000000;ON;1.6;3
20.10.20;20.10.20;21.10.20;150000000;ON;1.14;7
20.10.20;20.10.20;21.10.20;150000000;ON;1.13;7
20.10.20;20.10.20;21.10.20;140000000;ON;1.16;10
20.10.20;20.10.20;21.10.20;70000000;ON;1.17;10
20.10.20;20.10.20;21.10.20;80000000;ON;1.2;1
20.10.20;20.10.20;21.10.20;670000000;ON;1.332707263;8
20.10.20;20.10.20;21.10.20;140000000;ON;1.1;10
20.10.20;20.10.20;21.10.20;250000000;ON;1.11;7
20.10.20;20.10.20;21.10.20;80000000;ON;1.12;4
20.10.20;20.10.20;21.10.20;120000000;ON;1.5;2
20.10.20;20.10.20;21.10.20;130000000;ON;1.794682748;8
20.10.20;20.10.20;21.10.20;150000000;ON;1.11;7
20.10.20;20.10.20;21.10.20;120000000;ON;1.403874561;8
20.10.20;20.10.20;21.10.20;100000000;ON;0.92;3
20.10.20;20.10.20;21.10.20;140000000;ON;1.13;1
20.10.20;20.10.20;21.10.20;250000000;ON;1.440241288;5
20.10.20;20.10.20;21.10.20;100000000;ON;1.14;6
20.10.20;20.10.20;21.10.20;330000000;ON;1.14;10
20.10.20;20.10.20;21.10.20;250000000;ON;1.19;10
20.10.20;20.10.20;21.10.20;100000000;ON;1.21;1
20.10.20;20.10.20;21.10.20;90000000;ON;1.5;10
20.10.20;20.10.20;21.10.20;80000000;ON;1.1;4
20.10.20;20.10.20;21.10.20;91000000;ON;1.24;3
20.10.20;20.10.20;21.10.20;117000000;ON;0.91;7
20.10.20;20.10.20;21.10.20;130000000;ON;1.40388865;8
20.10.20;20.10.20;21.10.20;110000000;ON;1.17;1
20.10.20;20.10.20;21.10.20;60000000;ON;1.404704864;8
20.10.20;20.10.20;21.10.20;230000000;ON;1.26;1
20.10.20;20.10.20;21.10.20;185000000;ON;1.21;2
20.10.20;20.10.20;21.10.20;80000000;ON;1.31;6
20.10.20;20.10.20;21.10.20;178000000;ON;1.54;9
20.10.20;20.10.20;21.10.20;110000000;ON;1.64;6
20.10.20;20.10.20;21.10.20;110000000;ON;1.12;7
20.10.20;20.10.20;21.10.20;320000000;ON;1.541007663;8
20.10.20;20.10.20;21.10.20;128000000;ON;1.38216923;5
20.10.20;20.10.20;21.10.20;100000000;ON;1.11;9
20.10.20;20.10.20;21.10.20;275000000;ON;1.16;10
20.10.20;20.10.20;21.10.20;140000000;ON;1.36;2
20.10.20;20.10.20;21.10.20;100000000;ON;1.13;9
20.10.20;20.10.20;21.10.20;70000000;ON;1.472502959;8
20.10.20;20.10.20;21.10.20;130000000;ON;1.45;2
20.10.20;20.10.20;21.10.20;95000000;ON;1.726419943;8
20.10.20;20.10.20;21.10.20;610000000;ON;0.99;3
20.10.20;20.10.20;21.10.20;110000000;ON;1.12;3
20.10.20;20.10.20;21.10.20;250000000;ON;1.11;1
20.10.20;20.10.20;21.10.20;85000000;ON;1.12;2
20.10.20;20.10.20;21.10.20;150000000;ON;1.12;9
20.10.20;20.10.20;21.10.20;150000000;ON;1.17;10
20.10.20;20.10.20;21.10.20;300000000;ON;1.16;3
20.10.20;20.10.20;21.10.20;79000000;ON;1.13;1
20.10.20;20.10.20;21.10.20;150000000;ON;1.14;1
20.10.20;20.10.20;21.10.20;150000000;ON;1.11;9
20.10.20;20.10.20;21.10.20;410000000;ON;1.63;10
16.10.20;20.10.20;20.11.20;70000000;1M;1.446011674;8
16.10.20;20.10.20;20.11.20;110000000;1M;1.82;2
16.10.20;20.10.20;20.01.21;120000000;3M;1.46;2
16.10.20;20.10.20;20.01.21;240000000;3M;1.61;3
16.10.20;20.10.20;20.04.21;50000000;6M;1.87;3
21.10.20;21.10.20;22.10.20;100000000;ON;1.569395715;8
21.10.20;21.10.20;22.10.20;150000000;ON;1.18;1
21.10.20;21.10.20;22.10.20;120000000;ON;1.473448092;8
21.10.20;21.10.20;22.10.20;60000000;ON;1.41;9
21.10.20;21.10.20;22.10.20;70000000;ON;1.26;3
21.10.20;21.10.20;22.10.20;90000000;ON;1.403994392;5
21.10.20;21.10.20;22.10.20;130000000;ON;0.3;1
21.10.20;21.10.20;22.10.20;60000000;ON;1.177994674;5
21.10.20;21.10.20;22.10.20;150000000;ON;1.15;3
21.10.20;21.10.20;22.10.20;120000000;ON;1.22;9
21.10.20;21.10.20;22.10.20;130000000;ON;0.85;4
21.10.20;21.10.20;22.10.20;550000000;ON;1.15;3
21.10.20;21.10.20;22.10.20;100000000;ON;1.18;9
21.10.20;21.10.20;22.10.20;100000000;ON;1.33;1
21.10.20;21.10.20;22.10.20;130000000;ON;1.627645002;8
21.10.20;21.10.20;22.10.20;130000000;ON;1.18;2
21.10.20;21.10.20;22.10.20;150000000;ON;1.16;10
21.10.20;21.10.20;22.10.20;100000000;ON;1.18;7
21.10.20;21.10.20;22.10.20;93000000;ON;1.26;6
21.10.20;21.10.20;22.10.20;147000000;ON;1.21;6
21.10.20;21.10.20;22.10.20;60000000;ON;1.35;10
21.10.20;21.10.20;22.10.20;140000000;ON;1.468140496;5
21.10.20;21.10.20;22.10.20;200000000;ON;1.299897044;5
21.10.20;21.10.20;22.10.20;120000000;ON;1.16;7
21.10.20;21.10.20;22.10.20;110000000;ON;1.19;2
21.10.20;21.10.20;22.10.20;120000000;ON;1.22;1
21.10.20;21.10.20;22.10.20;120000000;ON;1.4;7
21.10.20;21.10.20;22.10.20;60000000;ON;0.31;7
21.10.20;21.10.20;22.10.20;110000000;ON;1.17;3
21.10.20;21.10.20;22.10.20;350000000;ON;1.15;2
21.10.20;21.10.20;22.10.20;130000000;ON;1.24;2
21.10.20;21.10.20;22.10.20;140000000;ON;1.46;2
21.10.20;21.10.20;22.10.20;200000000;ON;1.33;7
21.10.20;21.10.20;22.10.20;130000000;ON;0.61;2
21.10.20;21.10.20;22.10.20;115000000;ON;1.328778202;5
21.10.20;21.10.20;22.10.20;50000000;ON;1.451004071;5
21.10.20;21.10.20;22.10.20;110000000;ON;1.41;1
21.10.20;21.10.20;22.10.20;150000000;ON;1.45;3
21.10.20;21.10.20;22.10.20;110000000;ON;0.89;2
21.10.20;21.10.20;22.10.20;80000000;ON;0.95;9
21.10.20;21.10.20;22.10.20;90000000;ON;1.300051138;5
21.10.20;21.10.20;22.10.20;150000000;ON;0.98;6
21.10.20;21.10.20;22.10.20;110000000;ON;1.16;3
21.10.20;21.10.20;22.10.20;150000000;ON;1.16;10
21.10.20;21.10.20;22.10.20;86000000;ON;1.12;2
21.10.20;21.10.20;22.10.20;55000000;ON;1.13;7
21.10.20;21.10.20;22.10.20;720000000;ON;0.96;2
21.10.20;21.10.20;22.10.20;75000000;ON;1.13;7
21.10.20;21.10.20;22.10.20;110000000;ON;0.9;9
21.10.20;21.10.20;22.10.20;150000000;ON;1.378829829;5
21.10.20;21.10.20;22.10.20;2200000000;ON;1.1;7
21.10.20;21.10.20;22.10.20;117000000;ON;1.459174228;8
21.10.20;21.10.20;22.10.20;147000000;ON;1.35;7
21.10.20;21.10.20;22.10.20;200000000;ON;1.45;4
21.10.20;21.10.20;22.10.20;120000000;ON;1.46;7
21.10.20;21.10.20;22.10.20;100000000;ON;1.782038156;5
19.10.20;21.10.20;28.10.20;100000000;1W;1.2;6
19.10.20;21.10.20;28.10.20;90000000;1W;0.96;3
19.10.20;21.10.20;28.10.20;80000000;1W;1.36;3
19.10.20;21.10.20;28.10.20;130000000;1W;1.44;7
19.10.20;21.10.20;21.11.20;70000000;1M;0.92;2
19.10.20;21.10.20;21.01.21;60000000;3M;1.78;4
22.10.20;22.10.20;23.10.20;80000000;ON;0.26;9
22.10.20;22.10.20;23.10.20;150000000;ON;0.37;10
